View,ClubType,Distance,Carry,LrDistanceOut,DirectionAngle,SpinBack,SpinSide,SpinAxis,BallSpeed,GolferId,0-LOWER-ANGLE,0-SHOULDER-ANGLE,0-SPINE-ANGLE,0-STANCE-RATIO,0-UPPER-TILT,1-HEAD-LOC,1-HIP-LINE,1-HIP-ROTATION,1-HIP-SHIFTED,1-LEFT-ARM-ANGLE,1-RIGHT-ARM-ANGLE,1-SHOULDER-ANGLE,1-SHOULDER-LOC,1-SPINE-ANGLE,2-HEAD-LOC,2-HIP-ANGLE,2-HIP-LINE,2-HIP-ROTATION,2-HIP-SHIFTED,2-LEFT-ARM-ANGLE,2-SHOULDER-ANGLE,2-SHOULDER-LOC,2-UPPER-TILT,3-HEAD-LOC,3-HIP-ANGLE,3-HIP-LINE,3-HIP-ROTATION,3-HIP-SHIFTED,3-LEFT-LEG-ANGLE,3-RIGHT-ARM-ANGLE,3-RIGHT-DISTANCE,3-RIGHT-LEG-ANGLE,3-SHOULDER-ANGLE,3-SHOULDER-LOC,4-HEAD-LOC,4-HIP-ANGLE,4-HIP-HANGING-BACK,4-HIP-LINE,4-HIP-ROTATION,4-HIP-SHIFTED,4-RIGHT-ARM-ANGLE,4-RIGHT-ARMPIT-ANGLE,4-SHOULDER-HANGING-BACK,4-SPINE-ANGLE,5-HEAD-LOC,5-HIP-HANGING-BACK,5-HIP-LINE,5-HIP-SHIFTED,5-LEFT-ARM-ANGLE,5-LEFT-LEG-ANGLE,5-RIGHT-ARM-ANGLE,5-SHOULDER-ANGLE,5-SHOULDER-HANGING-BACK,5-SPINE-ANGLE,6-HEAD-LOC,6-HIP-ANGLE,6-HIP-LINE,6-HIP-SHIFTED,6-LEFT-ARM-ANGLE,6-RIGHT-LEG-ANGLE,6-SHOULDER-ANGLE,6-SPINE-ANGLE,6-WEIGHT-SHIFT,7-FINISH-ANGLE,7-HIP-ANGLE,7-HIP-LINE,7-HIP-SHIFTED,7-SHOULDER-ANGLE,7-SPINE-ANGLE,Spine_Instability,X_Factor_Top,Hip_Sway_Range,Hip_Sway_Std,Spine_Angle_Range,Shoulder_Rotation_Range,Head_Movement_Range,Head_Movement_Std,Weight_Shift_Impact,Hip_Hanging_Back_Max,Shoulder_Hanging_Back_Max,Left_Arm_Consistency,Injury_Risk_Score,Injury_Risk_Level
FACEON,I7,149.9,139.5,3.2,3.8,4908.0,-386.0,-4.496890891,49.1,3.0,151.872,10.86,58.838,1.27,0.56,-0.8,0.11200000000000002,10.76,-0.78,168.52,149.32,35.438,35.26,62.072,-0.358,16.134,0.14200000000000002,8.11,-0.86,158.43,34.632000000000005,50.14,0.85,-1.01,16.472,0.21200000000000002,15.68,-0.79,142.176,68.33,0.5760000000000001,158.43,24.948,48.41,-0.69,14.124,0.32,0.22600000000000003,3.77,-0.26,55.95799999999999,70.12,0.29,65.084,-0.73,0.13,0.152,0.27,99.21,176.756,116.74,21.36,0.23,64.75,-0.63,12.85,0.21800000000000003,0.46,180.0,163.74,47.066,65.596,97.2,87.05,7.412000000000001,0.41600000000000004,0.39,20.56,77.79799999999999,6.448304635070105,9.268,1.32,0.5950030011929113,18.959999999999987,36.206,0.652,0.21396728721933173,97.2,0.32,0.29,35.9823706834333,0.2453843773393935,Low
FACEON,W1,136.9,116.9,-34.2,-7.3,2545.0,-1625.0,-32.55851117,44.7,8.0,167.55,16.73,78.05,1.65,0.64,0.1,0.22200000000000003,12.13,-0.16,163.74,180.0,19.56,36.29,79.41799999999999,-0.11,8.28,0.246,8.13,-0.23,152.87,20.208000000000002,54.72,0.72,-0.14,9.846,0.12000000000000002,12.13,-0.56,156.85,64.39000000000001,0.5960000000000001,171.89,13.8,15.42,-0.51,8.629999999999999,0.42,0.156,12.13,-0.27,52.12800000000001,32.86,0.64,78.004,-0.52,0.33,0.154,0.04,155.51,172.82999999999998,131.3,18.54,0.39,80.326,-0.32,17.913999999999998,0.06,0.12,171.89,171.89,33.6,77.55,87.26,56.89,4.174,0.47400000000000003,0.48,12.044,84.52000000000001,2.604106193431191,1.67,1.04,0.3325013426396093,6.970000000000013,21.556,0.62,0.24478562049270788,87.26,0.42,0.64,8.608845741445245,0.08169824476091345,Low
FACEON,W1,189.0,170.0,-2.0,2.0,2243.0,-393.0,-9.93801806,55.3,1.0,167.94,12.53,73.676,1.61,0.51,-0.05,0.138,5.71,-0.08,171.89,156.93,23.214,37.84,76.728,-0.15,10.129999999999999,0.018000000000000006,0.0,-0.22,150.46,19.112000000000002,34.6,0.68,-0.71,13.697999999999999,0.11599999999999999,0.0,-0.27,142.696,81.878,0.592,168.52,11.846,58.71,-0.43,12.854,0.37,0.292,0.0,-0.12,44.5,34.92,0.57,77.822,-0.3,0.2,0.314,0.2,140.35,170.42800000000003,155.51,20.38,0.31,81.38,-0.16,8.098,0.404,0.64,158.43,171.89,30.21,84.774,95.73,84.77,3.6339999999999995,0.738,0.75,10.636000000000001,86.14200000000001,4.854211985482301,11.846,1.02,0.4160299897614983,12.466000000000008,19.573999999999998,0.6599999999999999,0.2406657433038612,95.73,0.37,0.57,13.316053907470732,0.12436471286743543,Low
FACEON,I9,126.7,117.3,1.2,0.9,5450.0,-95.0,-0.998632636,44.2,1.0,159.13,5.21,60.576,1.05,0.58,-0.02,0.022,4.54,0.05,180.0,163.74,28.188,15.81,63.698,-0.08,10.440000000000001,0.088,8.64,0.08,160.05,30.998,26.16,0.74,0.77,11.623999999999999,0.166,5.38,0.19,134.696,66.494,0.6260000000000001,180.0,22.479999999999997,8.65,0.55,8.952000000000002,0.09,0.2,8.72,0.45,43.18599999999999,53.84,0.0,65.192,0.19,0.08,0.21400000000000002,0.56,160.05,175.126,180.0,10.17,0.0,69.69999999999999,-0.26,22.45,0.22400000000000003,0.9,150.46,171.89,45.812,70.01,98.54,83.31,3.0460000000000003,0.536,1.2,10.586,80.82000000000001,7.101075148642401,17.099999999999998,1.15,0.4340506882842141,20.244000000000007,40.602,1.03,0.39635421868155596,98.54,0.09,0.0,12.424950704127557,0.2172058327889635,Low
FACEON,I7,126.4,115.2,3.7,0.3,4430.0,232.0,2.99785294,42.9,3.0,164.04000000000002,6.8,65.262,1.12,0.6,-0.33,0.096,11.24,-0.47,171.89,141.26,27.68,20.27,67.78,-0.57,11.808000000000002,0.13799999999999998,15.96,-0.57,150.46,30.844,31.83,0.75,-0.72,13.044,0.148,21.7,-0.63,149.886,66.376,0.522,161.81,21.944,46.55,-0.43,12.426,0.32,0.25,19.82,-0.2,59.49000000000001,24.49,0.25,71.074,-0.42,0.22,0.172,0.23,158.43,168.144,180.0,13.36,0.14,69.882,-0.3,20.619999999999997,0.148,0.57,180.0,148.21,38.368,72.42999999999999,98.58,82.15,2.06,0.58,0.85,14.827999999999998,84.994,6.892397251077934,0.24399999999999977,1.48,0.5882297898902143,19.732,31.568,0.42,0.15791347841988237,98.58,0.32,0.25,13.252628670066422,0.18866071014769958,Low
FACEON,W1,232.3,214.0,-0.6,3.3,1921.0,-390.0,-11.47617289,64.4,2.0,162.934,12.66,71.80000000000001,1.5,0.69,-0.11,0.048,8.12,-0.32,165.93,161.81,18.695999999999998,39.58,78.234,-0.25,7.1259999999999994,0.036,12.15,-0.35,168.52,17.906,52.92,0.78,-0.46,3.2560000000000002,0.08,12.15,-0.4,144.392,74.352,0.626,180.0,8.672,58.62,-0.39,4.2379999999999995,0.38,0.20600000000000002,7.85,-0.1,47.403999999999996,36.87,0.44,79.554,-0.36,0.09,0.236,0.52,168.52,175.686,151.64,30.01,0.3,83.09799999999998,-0.39,10.436000000000002,0.254,0.63,180.0,163.74,42.57600000000001,82.43,95.76,83.33,2.316,0.5639999999999998,0.52,7.382,84.14,4.541090617902262,-3.4779999999999998,1.03,0.46491678722930524,12.33999999999999,35.19400000000001,0.35000000000000003,0.12628011192055014,95.76,0.38,0.44,6.291276367584982,0.142782842430004,Low
FACEON,I7,128.5,118.4,4.2,-1.9,5486.0,819.0,8.490926159,44.7,3.0,157.27,8.57,59.274,1.11,0.63,-0.09,0.092,18.37,-0.61,168.52,150.46,34.286,36.89,62.636,-0.26,14.928,0.15,18.65,-0.68,160.05,34.486000000000004,53.14,0.92,-0.32,15.970000000000002,0.2,18.94,-0.78,142.278,62.24400000000001,0.5700000000000001,168.52,25.183999999999997,66.78,0.07,13.193999999999999,0.3,0.238,14.29,-0.06,25.882000000000005,30.68,0.27,65.16600000000001,0.11,0.23,0.164,0.44,146.1,171.646,163.74,10.83,0.23,63.63000000000001,0.2,22.316,0.152,0.52,180.0,165.93,48.25,63.757999999999996,96.08,87.31,3.098,0.51,0.47,15.2,81.35,7.791165843440887,6.243999999999996,1.3,0.5861456019340814,22.075999999999993,39.68,0.52,0.21027759430492513,96.08,0.3,0.27,14.282864733659004,0.22749220453845762,Low
FACEON,W1,223.4,200.6,-5.7,-2.3,1525.0,39.0,1.464949803,62.1,2.0,164.10999999999999,7.44,73.924,1.39,0.72,-0.11,0.028000000000000004,0.0,-0.18,171.89,150.46,23.528,42.04,74.07000000000001,-0.17,11.746,0.07799999999999999,4.46,-0.2,171.89,18.622,51.63,0.81,-0.39,8.636,0.168,4.84,-0.27,148.12,82.93199999999999,0.638,180.0,13.98,70.87,-0.07,11.864,0.25,0.242,0.0,0.11,53.181999999999995,42.27,0.34,74.466,-0.33,0.09,0.09799999999999999,0.56,146.1,174.38799999999998,138.59,18.36,0.24,77.194,-0.43,9.484,0.172,0.73,180.0,155.51,29.594,76.316,98.57,87.32,6.703999999999999,0.512,0.65,8.89,81.94800000000001,3.0554511069016757,9.14,1.0,0.4371117324742802,8.024000000000001,22.154,0.36,0.1528397853963424,98.57,0.25,0.34,14.75071297711854,0.10281999273410705,Low
FACEON,W1,220.7,203.7,-6.1,0.3,2155.0,-188.0,-4.985802499,61.5,3.0,162.198,15.84,71.44,1.38,0.69,0.04,-0.03200000000000001,11.78,-0.5,168.52,146.1,21.534000000000002,46.58,72.72200000000001,-0.2,9.574,0.003999999999999998,17.03,-0.7,161.81,19.624000000000002,66.55,0.82,0.62,5.262,0.07200000000000002,23.21,-0.51,144.714,79.72,0.672,165.93,12.882,68.86,0.49,6.994,0.3,0.21600000000000003,15.96,0.07,53.636,24.49,0.43,76.59,0.63,0.1,0.16,0.77,165.93,174.372,142.19,15.12,0.16,77.25399999999999,0.65,17.518,0.21000000000000002,0.82,55.25,168.52,36.099999999999994,76.564,96.99,90.0,3.124,0.5720000000000001,0.51,9.162,83.24799999999999,4.141503253650776,-10.328000000000001,1.52,0.6455193553219284,11.807999999999993,26.937999999999995,0.8500000000000001,0.3624040102795038,96.99,0.3,0.43,55.1542499873461,0.22711710859658066,Low
FACEON,I7,146.5,136.3,-7.5,-2.5,5012.0,-43.0,-0.49155189,47.3,2.0,160.174,7.21,60.68000000000001,1.33,0.75,-0.19,0.12000000000000002,14.85,-0.18,156.93,163.74,36.708,29.12,66.13399999999999,-0.27,15.388,0.15,15.08,-0.07,146.1,36.11,29.94,0.82,-0.35,16.47,0.21000000000000002,14.82,-0.13,139.486,68.914,0.524,171.89,24.448,81.74,0.04,7.9159999999999995,0.13,0.192,14.05,0.28,42.29,83.68,0.07,65.97200000000001,0.02,0.0,0.14,0.71,148.21,174.89000000000001,150.46,15.55,0.0,65.904,0.0,18.368,0.098,0.85,139.46,161.81,51.40999999999999,64.81800000000001,97.27,87.34,2.022,0.454,0.86,20.136,82.02000000000001,7.365289077829874,9.628,1.04,0.4707946676074603,21.340000000000003,44.19999999999999,0.38999999999999996,0.16718253497300486,97.27,0.13,0.07,7.208978198515146,0.21543092663393265,Low
FACEON,W1,138.8,132.7,-57.3,-14.5,4378.0,-2527.0,-29.99372286,48.6,5.0,171.89,16.91,82.01,1.39,0.6,-0.3,0.03,16.22,-0.64,151.64,171.89,22.082,59.11,79.848,-0.35,6.772,-0.066,9.57,-0.76,139.46,23.896,96.63,0.73,-0.18,6.3340000000000005,0.096,9.57,-0.92,154.55599999999998,75.232,0.5439999999999999,180.0,18.932,100.0,-0.36,8.428,0.44,0.41,9.57,-0.42,72.17999999999999,50.21,0.72,84.184,-0.19,0.19,0.434,0.35,163.74,175.408,161.81,26.57,0.45,86.94199999999998,0.266,11.84,0.45999999999999996,0.47000000000000003,115.47999999999999,164.98,35.456,83.17600000000002,73.506,83.53999999999999,13.831999999999999,0.788,0.554,19.445999999999998,82.362,2.376932056243924,9.361999999999998,1.4740000000000002,0.6316315984737276,7.09399999999998,18.546000000000003,0.626,0.23431744848957936,73.506,0.44,0.72,20.60722850522765,0.09743190080232109,Low
FACEON,I8,134.2,123.0,1.0,1.0,5316.0,-139.0,-1.497798928,45.9,1.0,158.392,7.36,61.516,0.96,0.58,-0.18,-1.3877787807814458e-18,8.58,0.11,163.74,165.93,28.494,14.4,65.292,-0.35,10.176,0.054000000000000006,4.64,0.13,171.89,29.309999999999995,38.08,0.73,0.09,12.396,0.142,6.56,0.02,140.052,71.96799999999999,0.636,180.0,23.354,72.73,-0.26,11.958,0.14,0.22000000000000003,8.56,0.29,48.35,47.93,0.24,65.85,-0.48,0.05,0.188,0.44,160.05,178.378,163.74,15.97,0.05,70.708,-0.55,23.156,0.188,0.7,171.89,180.0,47.214,70.42999999999999,97.03,80.81,4.044,0.518,1.33,14.317999999999998,82.19800000000001,7.185662326234564,16.794,1.31,0.45881835808333316,20.68200000000001,39.854,0.64,0.23007969633730543,97.03,0.14,0.24,5.964005225796937,0.20012205761990415,Low
FACEON,W1,178.8,159.3,1.6,-3.4,2381.0,506.0,11.99776271,54.1,4.0,159.388,7.13,73.384,1.27,0.83,0.04,0.03400000000000001,0.0,-0.76,168.52,54.55,16.73,-49.4,77.42800000000001,0.09,6.069999999999999,0.014000000000000002,0.0,-0.78,40.54,18.008,-77.78,0.81,0.09,3.1819999999999995,0.158,5.25,-0.68,145.548,79.37400000000001,0.6819999999999999,180.0,14.581999999999999,-70.89,0.37,7.140000000000001,0.34,0.29000000000000004,0.0,0.11,57.657999999999994,88.28,0.0,80.088,0.25,0.21,0.134,0.41,161.81,172.442,142.19,0.0,0.0,80.86600000000001,0.25,15.792000000000002,0.24,0.22,19.95,171.89,32.08,78.662,88.3,77.868,4.502000000000001,0.6180000000000001,0.42000000000000004,5.858,86.37,4.284919680305183,9.331999999999999,1.2000000000000002,0.5616769110271067,12.986000000000004,32.08,0.33,0.12781497043252277,88.3,0.34,0.0,78.39619995042277,0.2913051184767953,Low
FACEON,W1,195.7,172.7,4.1,4.4,1188.0,-340.0,-15.97087201,58.4,2.0,158.28400000000002,9.74,71.686,1.43,0.7,-0.21,0.07400000000000001,3.1,-0.21,165.93,161.81,23.062,36.2,76.744,-0.43,10.505999999999998,0.06000000000000001,7.5,-0.3,165.93,19.854000000000003,57.65,0.81,-0.54,5.4799999999999995,0.08600000000000001,7.5,-0.28,133.43800000000002,72.71400000000001,0.6519999999999999,180.0,13.231999999999996,60.42,-0.39,11.034,0.3,0.278,3.47,-0.02,61.286,79.05,0.45,77.68199999999999,-0.61,0.09,0.278,0.57,180.0,171.882,161.81,29.03,0.32,81.074,-0.55,16.052,0.22000000000000003,0.66,158.43,161.81,46.525999999999996,77.884,98.6,80.08,5.586,0.556,0.61,9.18,83.614,4.060719345140709,5.731999999999996,0.96,0.44608348567333916,11.927999999999997,37.346,0.4,0.14501724035437993,98.6,0.3,0.45,9.007842416472435,0.14676839787077067,Low
FACEON,W1,210.5,197.5,5.8,-1.9,2173.0,344.0,8.995642948,59.4,5.0,155.534,16.78,74.446,1.78,0.77,-0.71,0.086,7.9,-0.63,171.89,152.87,17.869999999999997,71.01,79.06800000000001,-0.75,7.101999999999999,0.16799999999999998,0.62,-0.71,168.52,14.707999999999998,78.0,0.86,-0.57,4.19,0.256,3.5,-0.66,140.37800000000001,74.138,0.716,168.52,12.156,65.99,-0.13,7.712000000000001,0.38,0.25599999999999995,0.34,-0.23,53.029999999999994,8.11,0.52,78.598,-0.11,0.21,0.11400000000000002,0.32,151.64,166.894,133.63,24.28,0.43,80.848,-0.13,13.301999999999998,0.092,0.45,171.89,180.0,40.538,76.80999999999999,90.58,67.93,5.853999999999999,0.368,0.53,13.88,78.992,2.2155648489719306,8.656,1.24,0.5555392061086324,6.402000000000001,28.381999999999998,0.64,0.30899838187278583,90.58,0.38,0.52,9.694384972756138,0.09605867401680657,Low
FACEON,W1,202.8,186.0,5.0,0.0,2041.0,102.0,2.861005104,57.6,1.0,162.704,16.72,77.726,1.5,0.63,-0.15,0.005999999999999994,6.17,-0.19,171.89,151.64,16.586000000000002,56.59,78.792,-0.28,11.402000000000001,-0.026000000000000002,0.0,-0.3,168.52,13.684000000000001,66.57,0.78,-0.19,3.138,-0.018,0.0,-0.58,142.262,70.264,0.6780000000000002,180.0,11.556000000000001,100.0,-0.23,6.447999999999999,0.33,0.188,0.0,-0.11,74.51599999999999,24.49,0.57,81.94,-0.34,0.21,0.248,0.2,145.08,165.06400000000002,165.93,27.84,0.35,84.42,-0.29,16.128,0.20600000000000002,0.4,180.0,180.0,34.634,80.04400000000001,95.69,85.96,3.406,0.664,0.86,6.606,84.238,2.805304023928006,11.556000000000001,1.44,0.48356316374733643,6.694000000000003,28.028,0.19000000000000003,0.07004760286167305,95.69,0.33,0.57,14.990373299776975,0.11427803461326627,Low
FACEON,W1,244.8,222.8,0.2,0.8,1522.0,-106.0,-3.983943233,68.1,3.0,166.308,16.06,73.0,1.53,0.82,-0.74,0.01,3.89,-0.77,180.0,150.46,16.436,60.69,75.454,-0.92,9.094,0.016,3.89,-0.88,165.93,16.634,78.93,0.82,-0.87,6.106,0.098,0.23,-0.72,147.95800000000003,83.39,0.6839999999999999,158.43,10.198,73.62,-0.38,8.538,0.33,0.24800000000000005,3.89,-0.12,66.65400000000001,74.93,0.51,74.87,0.05,0.17,0.096,0.51,168.52,174.388,136.05,19.24,0.25,76.066,-0.05,3.714,0.296,0.5,163.74,150.46,26.451999999999998,80.686,89.16,79.88,1.8719999999999999,0.5599999999999999,0.17,17.124000000000002,82.71599999999998,3.7404299218137966,9.968,1.3900000000000001,0.6046959094099635,9.71599999999998,16.253999999999998,0.9700000000000001,0.42165151487928987,89.16,0.33,0.51,7.2370315046985905,0.0860388809710449,Low
FACEON,W3,221.8,203.5,-3.1,4.9,3127.0,-722.0,-13.00130757,62.6,3.0,154.13000000000002,14.57,71.56400000000001,1.3,0.68,-0.19,0.10400000000000001,8.25,-0.66,161.81,154.16,27.133999999999997,48.16,74.63400000000001,-0.28,11.344,0.018,13.13,-0.79,165.93,20.826,64.36,0.81,0.17,9.988,0.013999999999999995,12.48,-0.74,140.998,80.99600000000001,0.612,161.81,14.735999999999999,50.0,0.39,8.422,0.27,0.172,4.6,0.12,56.29,27.13,0.27,74.892,0.5,0.16,0.188,0.55,155.51,173.39000000000001,165.93,18.52,0.23,78.966,0.41,18.580000000000002,0.236,0.7,165.93,158.43,46.358,78.41,97.1,86.19,2.288,0.538,0.89,14.588,84.296,4.440266073108681,2.2559999999999985,1.6800000000000002,0.7309354736682758,12.732,31.787999999999997,0.78,0.3307365517548169,97.1,0.27,0.27,4.922665267244302,0.13257870621646312,Low
FACEON,W1,151.1,132.6,0.8,1.8,1531.0,-215.0,-7.993833834,47.6,5.0,166.07,11.37,76.23999999999998,1.65,0.52,-0.08,-0.03200000000000001,9.29,-0.1,180.0,8.11,22.954,48.49,77.02799999999999,-0.12,10.318,0.011999999999999999,19.3,-0.17,151.64,21.53,69.74,0.77,-0.47,7.226000000000001,0.07,16.89,-0.37,139.69199999999998,71.014,0.686,180.0,13.134,90.73,-0.38,9.632,0.31,0.348,12.98,0.05,41.602000000000004,96.32,0.36,80.332,-0.37,0.25,0.41,0.26,152.87,174.45999999999998,152.87,23.96,0.39,84.27799999999999,-0.29,16.366,0.392,0.59,171.89,165.93,36.89,80.78,93.06,71.52,4.994000000000001,0.65,0.74,12.824000000000002,84.124,3.3972856027520986,-3.7560000000000002,1.1099999999999999,0.40799159655211387,8.038000000000011,25.520000000000003,0.38999999999999996,0.1547578754054216,93.06,0.31,0.39,14.081413281343602,0.11616264478107652,Low
FACEON,I7,148.8,138.9,-2.4,-2.6,4777.0,334.0,3.999518027,48.8,3.0,160.192,4.46,59.358000000000004,1.12,0.66,-0.44,0.004000000000000002,8.41,-0.59,180.0,150.46,32.064,34.47,62.468,-0.7,13.36,0.044,4.21,-0.74,152.87,30.224,50.17,0.86,-0.31,14.334,0.094,9.77,-0.85,144.954,63.866,0.6,168.52,25.286,86.1,-0.38,12.970000000000002,0.34,0.19000000000000003,4.03,-0.21,40.592,44.77,0.31,67.874,-0.33,0.18,0.14600000000000002,0.38,152.87,165.094,163.74,10.91,0.18,67.71199999999999,-0.2,18.734,0.16,0.62,163.74,151.64,48.274,70.16,95.76,88.68,2.9619999999999997,0.536,0.62,9.280000000000001,85.26,8.989636670448183,15.516000000000002,1.47,0.6443084147621645,25.902,43.814,0.49999999999999994,0.17013719953809828,95.76,0.34,0.31,12.821775748051957,0.2550264234592968,Low
FACEON,W1,203.3,182.0,-1.0,0.0,1446.0,-90.0,-3.561533089,58.8,1.0,164.546,6.13,73.19200000000001,1.47,0.48,0.05,0.018000000000000002,4.66,-0.01,165.93,168.52,14.746,32.06,76.298,-0.13,5.506,0.052000000000000005,0.0,-0.11,180.0,19.49,48.3,0.74,-0.27,4.45,0.21000000000000002,0.0,-0.08,139.718,66.85400000000001,0.63,180.0,10.544,55.11,-0.06,6.318,0.17,0.26799999999999996,0.0,0.18,64.684,42.27,0.31,77.64599999999999,-0.09,0.14,0.22400000000000003,0.3,160.05,175.126,140.35,16.29,0.25,76.34400000000001,-0.17,9.834,0.324,0.47,180.0,165.93,29.394,77.66999999999999,95.41,78.62,5.366,0.532,0.6,18.386000000000003,80.19800000000001,2.2998510096670732,10.544,0.71,0.27735141882422293,7.006,23.264,0.32,0.10778064142816496,95.41,0.17,0.31,10.10985163095878,0.08226209720639649,Low
FACEON,I8,136.8,128.1,-0.8,2.0,5877.0,-514.0,-4.998346758,47.2,3.0,152.93199999999996,9.59,60.336,2.26,0.85,-0.61,0.124,10.38,-1.03,180.0,130.54,29.962,362.16,63.03399999999999,-0.67,15.346,0.16999999999999998,10.38,-1.08,180.0,28.776,252.08,0.77,-0.66,13.568000000000001,0.128,10.38,-1.08,134.574,59.431999999999995,0.6100000000000001,180.0,25.038000000000004,266.67,0.28,17.83,0.24,0.22999999999999998,10.38,0.49,59.678,19.95,0.27,65.9,0.28,0.07,0.25200000000000006,1.09,180.0,166.788,154.16,25.41,0.25,64.71600000000001,0.16,16.208,0.1,1.22,180.0,171.89,48.698,68.128,98.41,88.57,1.3359999999999999,0.558,0.93,15.447999999999999,83.96199999999999,8.399733011629989,14.658000000000003,2.3,1.0903778287932167,23.62599999999999,39.108000000000004,0.9500000000000001,0.488043713889101,98.41,0.24,0.27,0.0,0.20814805423696406,Low
FACEON,I7,149.5,140.1,2.4,2.5,5326.0,-232.0,-2.494221363,49.8,3.0,158.122,9.57,63.552,1.21,0.67,-0.65,-0.006000000000000005,0.0,-0.76,160.05,165.93,27.601999999999997,41.87,65.84200000000001,-0.78,8.59,0.024,9.61,-0.87,151.64,27.864000000000004,61.42,0.81,-0.81,9.514,0.1,4.37,-0.64,139.08800000000002,70.98400000000001,0.656,161.81,22.103999999999996,67.73,-0.44,10.66,0.26,0.196,0.0,-0.06,50.279999999999994,44.77,0.32,67.06800000000001,-0.27,0.07,0.186,0.59,158.43,174.388,158.43,22.2,0.2,71.488,-0.16,21.054,0.192,0.64,161.81,168.52,47.902,72.54800000000002,0.0,86.05,3.914,0.5660000000000001,0.57,11.032,84.11,7.371864024790471,17.733999999999995,1.51,0.6819300341153566,20.558,38.332,0.65,0.2709551008316076,0.0,0.26,0.32,4.4479161787665715,0.19615190247895586,Low
FACEON,W1,206.9,193.8,-3.7,-1.7,2828.0,24.0,0.486232566,59.0,5.0,164.446,17.71,78.99199999999999,1.95,0.51,-0.21,0.0020000000000000018,8.37,-0.15,180.0,155.51,20.062,47.17,80.032,-0.53,8.85,0.005999999999999998,12.85,-0.27,161.81,16.646,71.47,0.74,-0.81,4.26,0.06400000000000002,9.27,-0.29,144.114,65.60600000000001,0.626,168.52,12.246,57.85,0.0,4.682,0.3,0.248,12.85,0.07,52.114,47.16,0.41,81.002,-0.05,0.28,0.23600000000000004,0.22,160.05,171.488,156.93,21.25,0.36,84.132,-0.17,16.06,0.246,0.54,168.52,168.52,36.11,81.532,91.36,62.82,8.242,0.55,0.04,16.846,79.43199999999999,1.8650299372038743,2.976000000000001,0.8300000000000001,0.2950544743892945,5.140000000000015,23.863999999999997,0.81,0.3131613002910801,91.36,0.3,0.41,9.039411854023834,0.0773607057779278,Low
FACEON,W3,188.6,166.1,3.8,0.6,1457.0,25.0,0.983015744,56.7,3.0,167.656,7.72,72.02799999999999,1.36,0.66,-0.37,0.006,4.5,-0.64,171.89,148.21,22.18,48.51,76.05600000000001,-0.48,9.356,0.034,4.89,-0.77,160.05,19.919999999999998,61.46,0.8,-0.31,6.69,0.12200000000000003,8.95,-0.72,144.36,68.228,0.652,168.52,14.034,53.04,0.03,4.529999999999999,0.37,0.14600000000000002,3.92,-0.16,38.15,31.79,0.4,76.968,0.34,0.17,0.16599999999999998,0.48,149.32,170.814,142.19,12.25,0.17,78.62400000000001,0.37,13.38,0.20800000000000002,0.59,160.05,144.1,34.938,76.84,93.1,84.81,5.434,0.554,0.51,12.822,82.44,3.397563754613985,5.084000000000001,1.3599999999999999,0.6208979672331725,10.412000000000006,27.218000000000004,0.85,0.3707829553795589,93.1,0.37,0.4,9.219733817560385,0.11288447008635828,Low
FACEON,W1,219.0,201.3,1.8,-3.0,1650.0,365.0,12.47364491,61.3,3.0,156.73200000000003,15.35,71.69399999999999,1.54,0.65,-0.08,0.076,6.89,-0.58,168.52,156.93,21.034,47.15,76.262,-0.28,6.914,0.05800000000000001,6.89,-0.66,171.89,17.104000000000003,60.78,0.76,0.2,6.066,0.128,12.03,-0.47,141.10399999999998,76.522,0.688,165.93,11.748000000000001,58.41,0.15,6.4159999999999995,0.29,0.324,2.96,0.13,74.406,34.92,0.43,80.502,0.37,0.2,0.16999999999999998,0.43,168.52,169.58599999999998,165.93,16.75,0.22,78.47200000000001,0.38,11.056000000000001,0.31399999999999995,0.48,147.14,151.64,28.290000000000003,81.01599999999999,93.3,83.41,4.11,0.664,0.31,7.4159999999999995,84.692,4.462353952792181,-0.28199999999999825,1.1400000000000001,0.5004474188639791,12.998000000000005,20.874000000000002,0.66,0.2597434631837088,93.3,0.29,0.43,11.363263542369044,0.1171238632810338,Low
FACEON,W1,171.7,151.3,-4.0,4.5,1088.0,-707.0,-33.01646285,52.9,5.0,159.04000000000002,21.23,74.272,2.1,0.59,-0.16,0.013999999999999995,17.21,-0.24,165.93,156.93,19.692,48.96,77.638,-0.2,9.456,0.039999999999999994,17.21,-0.39,155.51,19.39,63.17,0.78,-0.26,6.516,0.126,17.21,-0.6,143.316,76.31400000000001,0.6519999999999999,180.0,11.313999999999998,82.94,0.21,7.154000000000001,0.0,0.26,17.21,-0.16,57.903999999999996,48.7,0.0,81.47,0.49,0.2,0.334,0.46,165.93,176.082,161.81,20.07,0.3,82.068,0.22,11.528,0.442,0.66,168.52,161.81,29.508000000000003,81.75200000000001,93.33,76.32,5.478,0.7240000000000001,0.99,10.568000000000001,86.09599999999999,4.080359526643042,-5.896000000000003,1.5899999999999999,0.598406614427411,11.823999999999984,18.94,0.75,0.300266548253381,93.33,0.2,0.3,5.772269195616813,0.09442160760975503,Low
